addr,lat,lng,addr_norm,bank_code,bank_name,branch_code,branch_name,tel_no,manager,establish_date,extended_open_time,url,CODEBASE,CODE1,CODE2,VILLCODE,TOWN,COUNTY,CODEBASE_分行數,CODE1_分行數,CODE2_分行數,VILLAGE_分行數
高雄市前金區中華四路349號,22.621107,120.298848,高雄市前金區文西里中華四路349號,103,臺灣新光商業銀行,1030745,臺灣新光商業銀行高雄分行,07-2158811,陳洲銘,2005-12-31,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=1030745",A6407-0135-00,A6407-13-006,A6407-13,A6407-019-00,前金區,高雄市,1,2,4,3
高雄市前金區中華四路293號,22.619897,120.299359,高雄市前金區文西里中華四路293號,815,日盛國際商業銀行,8150196,日盛國際商業銀行前金分行,07-2119888,林佩璨,1996-12-05,星期一至五 09:00至16:00,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8150196",A6407-0145-00,A6407-15-006,A6407-15,A6407-019-00,前金區,高雄市,1,1,1,3
高雄市楠梓區楠梓路3號,22.727777,120.329458,高雄市楠梓區享平里楠梓路3號,007,第一商業銀行,0077073,第一商業銀行楠梓分行,07-3511211,龔財元,1971-05-21,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0077073",A6404-0301-00,A6404-25-004,A6404-25,A6404-004-00,楠梓區,高雄市,1,1,3,3
高雄市興楠路336號,22.729516,120.331943,高雄市楠梓區享平里興楠路336號,008,華南商業銀行,0087111,華南商業銀行楠梓分行,07-3513299,莊國滄,2003-06-02,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0087111",A6404-0257-00,A6404-25-003,A6404-25,A6404-004-00,楠梓區,高雄市,1,1,3,3
高雄市楠梓路24號,22.728396,120.329825,高雄市楠梓區享平里楠梓路24號,108,陽信商業銀行,1080856,陽信商業銀行楠梓分行,07-3535513,陳嬿竹,2005-11-26,星期一至五 08:30至15:30,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=1080856",A6404-0275-00,A6404-25-005,A6404-25,A6404-004-00,楠梓區,高雄市,1,1,3,3
高雄市苓雅區中正二路161號,22.630272,120.314617,高雄市苓雅區尚義里中正二路161號,007,第一商業銀行,0077084,第一商業銀行五福分行,07-2225111,陳春銀,1975-11-24,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0077084",A6408-0155-00,A6408-24-001,A6408-24,A6408-034-00,苓雅區,高雄市,3,4,5,5
高雄市苓雅區中正二路139號,22.630245,120.315101,高雄市苓雅區尚義里中正二路139號,009,彰化商業銀行,0098213,彰化商業銀行新興分行,07-2222200-,李秀枝,1975-04-08,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0098213",A6408-0155-00,A6408-24-001,A6408-24,A6408-034-00,苓雅區,高雄市,3,4,5,5
高雄市苓雅區中正二路143號,22.630254,120.314795,高雄市苓雅區尚義里中正二路143號,807,永豐商業銀行,8070047,永豐商業銀行高雄分行,07-2243733,劉進福,1992-03-04,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8070047",A6408-0155-00,A6408-24-001,A6408-24,A6408-034-00,苓雅區,高雄市,3,4,5,5
高雄市中正二路175號,22.630326,120.313766,高雄市苓雅區尚義里中正二路175號,052,渣打國際商業銀行,0520982,渣打國際商業銀行高雄分行,07-9685100,黃珍惠,1990-09-20,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0520982",A6408-0151-00,A6408-24-001,A6408-24,A6408-034-00,苓雅區,高雄市,1,4,5,5
高雄市光華一路204號,22.628935,120.313946,高雄市苓雅區尚義里光華一路204號,803,聯邦商業銀行,8030102,聯邦商業銀行高雄分行,07-2265353,張文堅,1993-09-21,星期一至五 09:00至17:00,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8030102",A6408-0178-00,A6408-24-003,A6408-24,A6408-034-00,苓雅區,高雄市,1,1,5,5
高雄市三民區自由一路57號,22.642512,120.308488,高雄市三民區德智里自由一路57號,007,第一商業銀行,0077095,第一商業銀行十全分行,07-3112131,林金徵,1977-12-23,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0077095",A6405-1042-00,A6405-93-006,A6405-93,A6405-053-00,三民區,高雄市,1,1,2,1
高雄市三民區大順二路147號,22.642301,120.326634,高雄市三民區寶中里大順二路147號,007,第一商業銀行,0077110,第一商業銀行灣內分行,07-3821526,陳景霖,1981-09-14,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0077110",A6405-1049-00,A6405-92-008,A6405-92,A6405-020-00,三民區,高雄市,1,1,1,1
高雄市小港區沿海一路182號,22.56754,120.350818,高雄市小港區大苓里沿海一路182號,007,第一商業銀行,0077143,第一商業銀行小港分行,07-8066601,林倍田,1994-04-08,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0077143",A6411-0249-00,A6411-32-003,A6411-32,A6411-011-00,小港區,高雄市,1,1,1,1
高雄市鳳山區保泰路322號,22.602538,120.334301,高雄市鳳山區善美里保泰路322號,007,第一商業銀行,0077202,第一商業銀行五甲分行,07-7260211,王文賢,1998-03-09,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0077202",A6412-1261-00,A6412-A9-717,A6412-A9,A6412-076-00,鳳山區,高雄市,1,1,2,2
高雄市鳳山區南華路173號,22.60368,120.337036,高雄市鳳山區善美里南華路173號,803,聯邦商業銀行,8030766,聯邦商業銀行五甲分行,07-7215866,何翊文,2005-03-19,星期一至五 09:00至17:00,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8030766",A6412-1242-00,A6412-A9-708,A6412-A9,A6412-076-00,鳳山區,高雄市,1,1,2,2
高雄市鳳山區成功路1號,22.62294,120.358128,高雄市鳳山區成功里成功路1號,007,第一商業銀行,0077213,第一商業銀行鳳山分行,07-7463611,黃義和,1918-08-21,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0077213",A6412-0699-00,A6412-64-397,A6412-64,A6412-002-00,鳳山區,高雄市,1,1,2,1
高雄市林園區林園北路459號,22.512466,120.394765,高雄市林園區王公里林園北路459號,007,第一商業銀行,0077338,第一商業銀行林園分行,07-6436111,賴月蘭,2003-07-16,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0077338",A6413-0132-00,A6413-15-066,A6413-15,A6413-013-00,林園區,高雄市,1,1,1,1
屏東縣屏東市民生路308號,22.670999,120.489763,屏東縣屏東市平和里民生路308號,007,第一商業銀行,0077419,第一商業銀行屏東分行,08-7325111,洪瑞祥,1912-08-05,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0077419",A1301-0713-00,A1301-52-006,A1301-52,A1301-014-00,屏東市,屏東縣,1,1,3,1
屏東縣東港鎮中正路74號,22.466267,120.449752,屏東縣東港鎮興台里中正路74號,009,彰化商業銀行,0098317,彰化商業銀行東港分行,08-8351521,連倫章,1948-08-19,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0098317",A1303-0158-00,A1303-08-006,A1303-08,A1303-005-00,東港鎮,屏東縣,1,1,2,3
屏東縣東港鎮朝陽街23號,22.466544,120.449122,屏東縣東港鎮興台里朝陽街23號,007,第一商業銀行,0077523,第一商業銀行東港分行,08-8350111,趙敏華,1929-03-01,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0077523",A1303-0141-00,A1303-11-004,A1303-11,A1303-005-00,東港鎮,屏東縣,2,2,2,3
屏東縣東港鎮中山路75號,22.466852,120.449424,屏東縣東港鎮興台里中山路75號,808,玉山商業銀行,8080978,玉山商業銀行東港分行,08-8351313,陳子超,2004-09-06,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8080978",A1303-0141-00,A1303-11-004,A1303-11,A1303-005-00,東港鎮,屏東縣,2,2,2,3
屏東縣恆春鎮中正路17號,22.00653,120.743171,屏東縣恆春鎮中正路,007,第一商業銀行,0077534,第一商業銀行恆春分行,08-8893231,呂萬喜,1951-01-01,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0077534",A1304-0149-00,A1304-04-002,A1304-04,A1304-002-00,恆春鎮,屏東縣,1,1,1,1
高雄市梓官區中正路306號,22.731844,120.254123,高雄市梓官區智蚵里中正路306號,007,第一商業銀行,0077785,第一商業銀行梓本分行,07-6172111,莊淑芬,2001-09-17,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0077785",A6429-0275-00,A6429-12-101,A6429-12,A6429-008-00,梓官區,高雄市,1,1,1,1
屏東縣萬巒鄉中正路29號,22.573007,120.567889,屏東縣萬巒鄉萬巒村中正路29號,007,第一商業銀行,0077855,第一商業銀行萬巒分行,08-7811211,凌技,2001-09-17,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0077855",A1312-0207-00,A1312-06-003,A1312-06,A1312-001-00,萬巒鄉,屏東縣,1,1,1,1
臺北市信義區松仁路123號,25.03455,121.568595,台北市信義區安康里松仁路123號,008,華南商業銀行,0080709,華南商業銀行國際金融業務分行,02-23713111,許誠華,1984-09-19,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0080709",A6302-0541-00,A6302-44-004,A6302-44,A6302-009-00,信義區,臺北市,3,8,8,11
臺北市信義區松仁路123號,25.03455,121.568595,台北市信義區安康里松仁路123號,008,華南商業銀行,0081027,華南商業銀行國際金融部,02-23713111,林能通,1994-06-01,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0081027",A6302-0541-00,A6302-44-004,A6302-44,A6302-009-00,信義區,臺北市,3,8,8,11
台北市信義區松仁路123號,25.03455,121.568595,台北市信義區安康里松仁路123號,008,華南商業銀行,0088886,營運總部分行,02-27206988,蔡麗紅,1968-04-15,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0088886",A6302-0541-00,A6302-44-004,A6302-44,A6302-009-00,信義區,臺北市,3,8,8,11
台北市松仁路7號,25.038288,121.56885,台北市信義區安康里松仁路7號,013,國泰世華商業銀行,0132181,國泰世華商業銀行營業部,02-87226677,陳文傑,,星期一至五 09:00至17:00,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0132181",A6302-0416-00,A6302-44-004,A6302-44,A6302-009-00,信義區,臺北市,4,8,8,11
台北市信義區松仁路7號,25.038288,121.56885,台北市信義區安康里松仁路7號,039,澳盛(台灣)商業銀行,0390019,澳盛(台灣)商業銀行營業部,02-8722 5000,陳淑華,2013-04-07,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0390019",A6302-0416-00,A6302-44-004,A6302-44,A6302-009-00,信義區,臺北市,4,8,8,11
台北市信義區松仁路7號,25.038288,121.56885,台北市信義區安康里松仁路7號,039,澳盛(台灣)商業銀行,0390031,澳盛(台灣)商業銀行國際金融業務分行,02-8722-5000,廖麗紅,2013-04-08,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0390031",A6302-0416-00,A6302-44-004,A6302-44,A6302-009-00,信義區,臺北市,4,8,8,11
台北市信義區松仁路93號,25.037132,121.568725,台北市信義區安康里松仁路93號,081,滙豐(台灣)商業銀行,0810016,滙豐(台灣)商業銀行台北分行,02-66335858,溫上楨,2010-05-01,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0810016",A6302-0416-00,A6302-44-004,A6302-44,A6302-009-00,信義區,臺北市,4,8,8,11
台北市信義區松仁路97號,25.036094,121.568699,台北市信義區安康里松仁路97號,052,渣打國際商業銀行,0521118,渣打國際商業銀行信義分行,02-27206118,連啟舜,1988-09-19,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0521118",A6302-0496-00,A6302-44-004,A6302-44,A6302-009-00,信義區,臺北市,1,8,8,11
台北市信義區松德路171號,25.035865,121.574802,台北市信義區安康里松德路171號,011,上海商業儲蓄銀行,0110439,上海商業儲蓄銀行世貿分行,02-27597111,古桂香,1996-05-16,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0110439",A6302-0490-00,A6302-45-001,A6302-45,A6302-009-00,信義區,臺北市,1,1,2,11
台北市信義路六段31號,25.034727,121.575886,台北市信義區安康里信義路六段31號,101,瑞興商業銀行,1010163,瑞興商業銀行信義簡易型分行,02-23465111,吳振吉,2007-07-01,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=1010163",A6302-0520-00,A6302-45-006,A6302-45,A6302-009-00,信義區,臺北市,1,1,2,11
台北市信義區松德路132號,25.037295,121.57428,台北市信義區安康里松德路132號,807,永豐商業銀行,8071538,永豐商業銀行松德分行,02-87882688,彭翊鳳,1990-06-01,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8071538",A6302-0449-00,A6302-37-007,A6302-37,A6302-009-00,信義區,臺北市,1,1,1,11
台北市仁愛路四段25號,25.038224,121.544732,台北市大安區仁愛里仁愛路四段25號,008,華南商業銀行,0081119,華南商業銀行仁愛路分行,02-27722090,薛玉瑛,1980-11-25,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0081119",A6303-0253-00,A6303-16-008,A6303-16,A6303-005-00,大安區,臺北市,1,2,3,7
台北市仁愛路4段33號,25.038226,121.545837,台北市大安區仁愛里仁愛路四段33號,013,國泰世華商業銀行,0130202,國泰世華商業銀行大安分行,02-27771795,林鳳珠,1987-12-30,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0130202",A6303-0256-00,A6303-16-008,A6303-16,A6303-005-00,大安區,臺北市,1,2,3,7
台北市大安區忠孝東路4段48號,25.041415,121.544855,台北市大安區仁愛里忠孝東路四段48號,807,永豐商業銀行,8071011,永豐商業銀行忠孝東路分行,02-27717011,鄧愛華,1966-03-16,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8071011",A6303-0140-00,A6303-16-001,A6303-16,A6303-005-00,大安區,臺北市,1,1,3,7
台北市仁愛路四段37號,25.038212,121.546456,台北市大安區仁愛里仁愛路四段37號,012,台北富邦商業銀行,0123707,台北富邦商業銀行大安分行,02-27312333,許美珠,1971-12-30,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0123707",A6303-0257-00,A6303-17-009,A6303-17,A6303-005-00,大安區,臺北市,1,1,4,7
台北市仁愛路4段85號,25.038349,121.547888,台北市大安區仁愛里仁愛路四段85號,013,國泰世華商業銀行,0132011,國泰世華商業銀行仁愛分行,02-27525353,吳惠瑩,1996-06-05,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0132011",A6303-0254-00,A6303-17-008,A6303-17,A6303-005-00,大安區,臺北市,2,2,4,7
台北市大安區仁愛路四段75號,25.038193,121.547204,台北市大安區仁愛里仁愛路四段75號,054,京城商業銀行,0540537,京城商業銀行台北分行,02-27710922,何秉昭,1995-09-11,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0540537",A6303-0254-00,A6303-17-008,A6303-17,A6303-005-00,大安區,臺北市,2,2,4,7
台北市大安區敦化南路1段236巷1號,25.040664,121.547884,台北市大安區仁愛里敦化南路一段236巷1號,807,永豐商業銀行,8070058,永豐商業銀行忠孝分行,02-27788811,黃泰方,1992-05-12,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8070058",A6303-0164-00,A6303-17-002,A6303-17,A6303-005-00,大安區,臺北市,1,1,4,7
台北市重慶北路三段276號,25.072258,121.513584,台北市大同區老師里重慶北路三段276號,008,華南商業銀行,0081142,華南商業銀行大同分行,02-25917767-,林美華,1962-11-01,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0081142",A6306-0079-00,A6306-06-007,A6306-06,A6306-024-00,大同區,臺北市,1,1,1,1
台北市信義路二段183號,25.034019,121.529339,台北市中正區三愛里信義路二段183號,008,華南商業銀行,0081197,華南商業銀行信義分行,02-23943141,張秀媛,1966-07-04,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0081197",A6305-0305-00,A6305-16-007,A6305-16,A6305-031-00,中正區,臺北市,1,2,3,6
台北市中正區信義路二段213號,25.033882,121.530487,台北市中正區三愛里信義路二段213號,822,中國信託商業銀行,8222215,中國信託商業銀行東門分行,02-23958000,何麗芳,1953-07-05,星期一至五 09:00至17:00,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8222215",A6305-0309-00,A6305-16-007,A6305-16,A6305-031-00,中正區,臺北市,1,2,3,6
台北市中正區新生南路1段158號,25.034752,121.532407,台北市中正區三愛里新生南路一段158號,021,花旗(台灣)商業銀行,0210502,花旗(台灣)商業銀行中正分行,02-23975726,張震宇,2007-12-01,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0210502",A6305-0284-00,A6305-16-004,A6305-16,A6305-031-00,中正區,臺北市,1,1,3,6
臺北市中正區信義路二段139號,25.034186,121.528198,台北市中正區三愛里信義路二段139號,009,彰化商業銀行,0095109,彰化商業銀行東門分行,02-29321241-,曾儀煌,1954-03-08,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0095109",A6305-0306-00,A6305-14-008,A6305-14,A6305-031-00,中正區,臺北市,3,3,4,6
台北市中正區信義路2段155號,25.034119,121.528656,台北市中正區三愛里信義路二段155號,081,滙豐(台灣)商業銀行,0810108,滙豐(台灣)商業銀行東門分行,02-66336666,王鴻毅,2010-05-01,星期一至五 09:00至17:00,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0810108",A6305-0306-00,A6305-14-008,A6305-14,A6305-031-00,中正區,臺北市,3,3,4,6
台北市信義路二段135號,25.034189,121.528044,台北市中正區三愛里信義路二段135號,805,遠東國際商業銀行,8050207,遠東國際商業銀行台北東門分行,02-23567711,郭家媚,1995-11-20,星期一至五 09:00至15:30,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8050207",A6305-0306-00,A6305-14-008,A6305-14,A6305-031-00,中正區,臺北市,3,3,4,6
台北市忠孝東路四段212號,25.041283,121.552754,台北市大安區建倫里忠孝東路四段212號,008,華南商業銀行,0081201,華南商業銀行忠孝東路分行,02-27733577,陳興德,1980-10-14,星期一至五 09:00至17:00,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0081201",A6303-0146-00,A6303-18-001,A6303-18,A6303-050-00,大安區,臺北市,1,2,5,7
臺北市大安區忠孝東路四段164號,25.04132,121.550419,台北市大安區建倫里忠孝東路四段164號,009,彰化商業銀行,0095203,彰化商業銀行忠孝東路分行,02-27713151,邱燁山,1977-09-15,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0095203",A6303-0145-00,A6303-18-001,A6303-18,A6303-050-00,大安區,臺北市,1,2,5,7
台北市敦化南路1段225號,25.040574,121.549278,台北市大安區建倫里敦化南路一段225號,011,上海商業儲蓄銀行,0110200,上海商業儲蓄銀行忠孝分行,02-27409111,金鈴,1990-02-22,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0110200",A6303-0173-00,A6303-18-006,A6303-18,A6303-050-00,大安區,臺北市,1,3,5,7
台北市敦化南路一段243號,25.039204,121.549308,台北市大安區建倫里敦化南路一段243號,103,臺灣新光商業銀行,1030851,臺灣新光商業銀行敦南分行,02-27513989,詹昕儒,2005-12-31,星期一至五 09:00至20:00,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=1030851",A6303-0229-00,A6303-18-006,A6303-18,A6303-050-00,大安區,臺北市,2,3,5,7
台北市大安區敦化南路1段251號,25.038853,121.549237,台北市大安區建倫里敦化南路一段251號,822,中國信託商業銀行,8220635,中國信託商業銀行復興分行,02-27771988,張詠晴,2001-11-16,星期一至五 09:00至17:00,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8220635",A6303-0229-00,A6303-18-006,A6303-18,A6303-050-00,大安區,臺北市,2,3,5,7
台北市仁愛路四段169號,25.038216,121.552262,台北市大安區建倫里仁愛路四段169號,012,台北富邦商業銀行,0125608,台北富邦商業銀行國際金融業務分行,02-27716699,江金玉,1986-07-03,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0125608",A6303-0260-00,A6303-21-007,A6303-21,A6303-050-00,大安區,臺北市,2,2,2,7
台北市仁愛路4段169號,25.038216,121.552262,台北市大安區建倫里仁愛路四段169號,012,台北富邦商業銀行,0127152,台北富邦商業銀行安和分行,02-27787717,曾芳芳,1992-04-20,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0127152",A6303-0260-00,A6303-21-007,A6303-21,A6303-050-00,大安區,臺北市,2,2,2,7
台北市西藏路127號,25.0294,121.502027,台北市萬華區新忠里西藏路127號,008,華南商業銀行,0081223,華南商業銀行雙園分行,02-23071122,高政華,1968-06-06,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0081223",A6307-0426-00,A6307-35-001,A6307-35,A6307-013-00,萬華區,臺北市,1,1,1,1
台北市承德路四段246號,25.089074,121.520701,台北市士林區後港里承德路四段246號,008,華南商業銀行,0081234,華南商業銀行士林分行,02-28819500,黃啟明,1967-08-09,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0081234",A6311-0973-00,A6311-73-007,A6311-73,A6311-008-00,士林區,臺北市,1,1,1,1
文山區木柵路3段4號,24.988567,121.564376,台北市文山區木柵路三段,008,華南商業銀行,0081382,華南商業銀行木柵分行,02-29361769,陳春美,2013-12-03,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0081382",A6308-0745-00,A6308-61-008,A6308-61,A6308-027-00,文山區,臺北市,1,1,1,3
台北市文山區木柵路三段96號,24.98857,121.567189,台北市文山區木柵里木柵路三段96號,108,陽信商業銀行,1080157,陽信商業銀行木柵分行,02-22345890,劉晏興,1997-09-01,星期一至五 08:30至15:30,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=1080157",A6308-0748-00,A6308-62-007,A6308-62,A6308-027-00,文山區,臺北市,1,1,2,3
台北市文山區木柵路三段69號,24.98873,121.566747,台北市文山區木柵里木柵路三段69號,822,中國信託商業銀行,8222178,中國信託商業銀行木柵分行,02-29375890,胡雅美,1989-11-14,星期一至五 09:00至17:00,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8222178",A6308-0706-00,A6308-57-007,A6308-57,A6308-027-00,文山區,臺北市,1,1,1,3
台北市忠孝東路三段247號,25.041869,121.541184,台北市大安區誠安里忠孝東路三段247號,008,華南商業銀行,0081474,華南商業銀行懷生分行,02-27727211,林淑妃,1973-02-27,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0081474",A6303-0120-00,A6303-08-008,A6303-08,A6303-009-00,大安區,臺北市,1,2,3,2
台北市大安區忠孝東路3段267號,25.041869,121.542415,台北市大安區誠安里忠孝東路三段267號,050,臺灣中小企業銀行,0501002,臺灣中小企業銀行忠孝分行,02-27727171,葛秀東,1976-07-01,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0501002",A6303-0122-00,A6303-08-008,A6303-08,A6303-009-00,大安區,臺北市,1,2,3,2
台北市北投區石牌路一段78號,25.113513,121.51162,台北市北投區福興里石牌路一段78號,008,華南商業銀行,0081522,華南商業銀行石牌分行,02-28223822,何芳,1974-06-12,,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=0081522",A6312-0967-00,A6312-71-002,A6312-71,A6312-004-00,北投區,臺北市,3,3,3,4
台北市北投區石牌路一段88號,25.113827,121.51186,台北市北投區福興里石牌路一段88號,108,陽信商業銀行,1080023,陽信商業銀行石牌分行,02-28238480,陳易煥,1997-09-01,星期一至五 08:30至15:30,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=1080023",A6312-0967-00,A6312-71-002,A6312-71,A6312-004-00,北投區,臺北市,3,3,3,4
